cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cont_feature_1,cont_feature_2,cont_feature_3,cont_feature_4,cont_feature_5,cont_feature_6,target
2,1,0,2,0,2,65.00110927309919,38.35906140616321,34.327710771645904,73.06237270619668,70.7097611703859,99.86238645295455,1
3,2,1,9,1,0,81.3056330527337,76.8395213654538,40.20150308086951,10.08684352382817,66.09872145501326,16.224895059666878,0
3,1,0,3,1,2,50.28355613043789,65.92613600892992,89.39662386572981,31.165549254354076,34.48121779501238,46.645919854786285,0
7,1,0,8,2,1,14.698467371905643,71.39015699780656,70.56417541963302,45.17947868090126,28.508306504484395,20.066528965053855,1
7,3,0,2,1,3,97.42651024741342,35.21279409469847,63.31924764690182,11.406084120161285,17.711764449310717,28.335427628851008,0
8,0,0,1,0,2,20.70510409975649,68.16834002555997,7.740856442611477,52.828935254659946,20.878618438098727,95.94434863401955,0
7,0,1,1,1,0,15.236651566361159,31.149156290831282,60.937164493189634,63.35660741169485,75.7115711586907,78.13982749903683,0
3,0,0,1,2,0,13.617152266389699,39.26396119983062,80.50975335937804,35.03468975256789,55.66138927873459,28.885421547325464,1
0,1,0,2,2,3,50.16711201624424,97.62995140077314,99.71025377338397,54.983235152699116,34.35640796275242,6.457503927584574,0
1,1,1,1,2,1,12.331573253200556,56.25760182086253,49.11313297593536,41.98475195964237,3.9815409455910555,96.05759639143687,1
7,1,0,5,2,0,62.88658718479029,2.891387194953088,63.189661414292786,62.12653022999106,69.04374508307518,5.571752227205263,1
0,3,0,9,1,2,88.68956979936911,43.7410631726494,81.76868463160896,69.0765805112299,94.36560858742602,63.82423012751745,1
4,3,1,6,0,0,38.67039111660294,38.955531622397835,54.99228021454694,81.29197235953852,82.01198555122694,27.387424390991,0
2,3,1,5,0,3,14.484857369566061,94.87976548308622,66.78776402749591,96.04410320471575,48.92321312411298,26.183563772292693,1
5,1,0,7,2,3,20.43101690728337,94.9045694941718,26.084783543778855,13.898988076870623,93.21598614232474,83.69810749718512,1
7,3,1,6,1,2,42.38844001516764,67.22598736264395,26.53062867248879,96.40392304875093,53.836268016790854,50.98758082343886,0
2,2,1,9,1,3,74.20508966991811,12.127101677179574,32.20278178348293,63.841202322129554,23.530580752438645,12.516047088248127,1
8,1,1,8,1,3,31.48953270973983,90.62600792775307,77.44106687536359,2.518957564737545,65.91754444502055,92.1267702552113,0
0,2,1,6,0,3,51.76686249535095,21.08839137693277,95.75529671808505,19.640579371770716,16.6934507402255,58.469189906960615,1
3,2,0,2,1,3,59.38430727572087,2.4760098058908997,43.84527607241762,97.0866616850237,66.59260500353112,76.86605750873791,1
3,2,1,3,2,2,75.73018105955043,87.0937391720716,63.88925141223096,87.087676436233,6.287578201012911,52.21757453524578,0
6,3,0,7,2,3,10.597148968672176,92.95230884850771,35.201098727993866,28.166527853604162,3.3221734303261585,39.83421786815858,0
1,3,1,8,2,0,3.8351023751229563,88.5378983195662,11.454370381177236,0.3531148958837216,22.770304483093884,87.16376139353656,0
6,1,0,1,1,0,47.90707268398623,57.94104776646155,55.55181697907729,60.8027925588242,4.813869695061134,70.67480469548539,0
4,1,1,3,2,2,83.58184155173544,44.856862385313164,26.25468153235657,29.476955458488373,81.3273598365263,72.68425044460804,0
3,1,1,7,2,2,83.42188519416128,16.16720421031531,40.201529302660596,61.010205846721085,19.411346258354023,31.33603479060788,0
6,2,0,1,1,0,23.41117647341182,99.6566924956333,33.68627690716922,69.53516472237665,25.929350231043202,26.796032878676847,1
4,2,0,0,1,3,81.50727100573734,38.18856191298591,30.78668119948994,75.53593417321947,30.929604843200842,65.46249954180735,1
7,2,0,9,0,3,80.17073457939013,60.83837342833874,98.24859831105044,14.98564592113334,48.15111719813989,83.92278595540677,1
5,1,0,5,1,2,41.94148173139195,62.00978003452383,94.40249171269403,98.26592609124685,23.312354360569977,98.96210876472054,1
2,2,1,5,1,0,76.86098810364022,57.32607613951467,63.00461483637751,20.330235834140787,44.89136602272418,62.506846911751104,0
3,3,1,2,1,2,65.20143793537667,94.33969723030756,99.13496959438216,2.9022081500391095,28.27380805766726,92.42273016822328,0
2,3,1,2,2,0,99.10838820362213,86.47473965679434,2.981464412688506,63.6704759734892,91.78486574981996,61.02988842967888,0
2,3,0,7,0,0,37.12801875245982,82.21736717393249,78.57773002652189,6.845816713815067,5.384416229426348,98.98846742648475,1
5,3,1,8,1,0,19.866549256499532,48.20703315530709,23.585006440076505,29.3727743718564,96.56306880305922,89.13608780907957,0
2,1,0,4,1,3,18.780336493644356,36.03416557875789,90.27662323294747,59.53775765820759,86.90012077487016,17.88319142610215,0
2,1,0,3,2,2,8.73345388384925,76.68439009410156,86.9849928505864,69.73041716255408,64.23269626117066,40.6088421789003,0
3,2,1,8,0,3,13.829251056267367,90.4105413955668,52.53340381767993,53.1333369431799,1.5878783830035048,59.53171024393191,0
6,0,1,9,0,1,26.11553825986008,10.84731507803327,39.75298621957414,30.516357367576276,49.06516853898049,33.61267883512854,1
5,2,1,3,2,2,17.670810250252377,76.16634206795982,95.42607574578525,61.14989546823274,66.3168537735037,19.362732665691297,0
5,2,0,3,2,2,90.80449733677932,22.537571752690077,20.717390425066796,87.46295528778492,78.60815237877212,12.540030946077596,0
0,0,1,3,2,0,15.582409352724225,54.874830999096005,97.31875111211914,70.36386252013112,86.96610791640849,76.8683708837719,1
5,1,0,7,1,3,81.20487926829298,35.290245717559586,95.61720046797274,87.12157345915115,14.822313804809594,62.60673079140352,1
7,2,0,7,1,0,16.048844526092275,59.4549646778457,77.82285515266997,80.72877974755343,10.132885565426186,74.66047196810838,1
1,2,0,5,0,3,92.70450977672836,16.621065433032822,18.16982628132273,32.00592112002819,1.76785226204067,9.773682056077282,1
2,3,0,7,2,3,86.13605035523105,74.31137848582215,90.5409030019911,32.84742754593227,66.80671525691825,35.40481998715109,1
3,3,0,7,0,2,28.286817226249816,61.65991037004016,37.31519011873298,55.12486184831475,39.54472574439208,99.7172069883218,1
6,0,1,2,1,0,47.32526487398818,14.329671020934963,77.82977509694932,10.801744778653156,34.86556946833357,6.403909389859397,1
0,3,1,8,2,2,61.58302439482798,90.83137501880138,1.4199997210067594,72.53547282299357,91.71992884435545,77.75591834636391,0
2,1,0,3,2,2,77.38938605418424,22.602781583321764,22.346327140194113,65.66796510875523,39.234008649849606,11.462677595579018,0
3,3,0,3,1,0,18.151644776472896,44.455186665974075,36.93193542881098,97.56025187648436,62.74111048495274,80.16315551197594,1
0,1,0,2,1,2,29.173275890640717,5.259451049076825,26.417106111637878,82.77679661272246,95.27132526249784,28.655237760536288,1
2,3,0,1,2,0,38.395134201401405,74.07844557933497,10.163087868879273,3.7652080820408385,61.9796777654378,54.65291683793435,0
2,2,1,2,2,3,10.880468009130762,24.273314650458644,30.223510047128798,69.48471604686651,44.93847425959407,65.04678965188658,0
1,2,0,8,1,2,51.87110584773698,76.62308011284294,1.9264046544597235,90.12549501827294,16.539206919277916,87.2090059961609,1
4,2,1,9,0,1,34.69986737365341,97.80622672741168,94.22019624029897,89.45087262321691,2.030641373564923,51.41302932023641,0
3,2,1,6,1,3,24.232405979036397,22.91406202984113,42.80474772398675,43.58275211681485,59.75666698588118,86.55844326156988,1
7,1,0,3,0,0,96.96698875378812,42.47578123271498,7.5177779469899235,52.21252807182295,76.88056002896879,84.9693637121676,0
6,0,0,8,0,3,39.859107040005604,56.43507722679142,36.914294744778765,10.78975048515317,32.177815323775825,31.86103421936738,0
7,3,1,0,0,0,18.232537234999047,90.40081653964994,60.12193303706397,18.73214874410586,33.79910557487752,48.53011588110265,0
8,3,0,0,1,3,36.87920884248861,18.593362181626393,17.036225990126862,53.756537947838176,28.744084797230407,17.137390927657638,1
5,1,1,6,1,1,41.410273711653,98.56203326555168,42.539787279354194,70.36867466654442,29.870755234758796,86.25841521700558,0
1,0,1,4,0,0,94.49293800606178,56.97235963852664,37.886004038461074,20.016555407563217,81.92646822573285,59.11238997924002,0
2,2,0,4,2,1,86.73524511771487,23.96918352964542,59.43475219699047,39.449178253475914,69.09628441743129,52.22951185877817,0
1,0,0,7,0,0,2.723659497873776,53.36860308335131,22.724897086641793,84.9204229620406,25.298233040985497,60.29645291116312,0
4,0,1,7,1,3,40.14691089605563,78.91763632186512,71.59088047335874,46.090315809072216,33.345195459953224,3.5028717670813836,0
7,3,0,4,0,0,53.32944981889508,59.06062892996812,53.707394881323545,54.7676587733073,84.20170939957013,67.09879886292875,0
4,0,0,9,0,0,21.664821185538308,11.624614409823742,39.57958612964907,60.93806207246051,72.92694678949506,43.469319965517606,0
5,0,0,3,0,2,93.67356518640591,19.37865221409002,77.38450862952446,54.30359496740634,13.528774259411069,84.3734490075384,0
3,2,0,1,2,3,65.97422656719955,21.526380716196858,46.33377396343681,38.07139875322103,25.472668752727667,33.888188131496996,0
3,3,0,6,2,1,32.351838139761405,4.150268912579258,52.94392414133347,38.96857314007982,89.85350242244054,18.778511407025643,0
2,0,1,6,2,2,7.636401222212752,73.58202720106053,72.26999035662445,81.30172010266756,72.83772861909382,21.506990026942052,0
8,0,0,4,2,0,70.59719909133318,33.27447832666917,85.31032660706443,50.76808672784979,82.93074781633925,30.56748368407898,1
1,2,1,3,1,1,33.92715514460234,58.01182030920954,55.83418136377547,26.32996065672881,74.4075060102504,39.07228252642213,1
2,2,1,9,0,3,48.778149856904484,70.32174463205888,9.035933119049776,25.601105339448814,34.79706325111573,61.288693341339126,1
8,2,1,0,1,1,35.877074568340625,83.83764272246238,66.34842089400628,36.61121170388133,76.73326545769544,99.59634105615436,0
2,2,1,6,2,3,27.112626564689467,51.17406989484093,9.40960108120439,64.83626388693588,0.9602452235396464,17.559338148675742,0
4,2,1,2,1,0,83.8207867732352,31.97731625531819,85.10244344683083,90.47786976098733,12.241404294582503,7.049619110252403,0
2,0,0,2,1,3,29.435097633137964,9.82988600005259,14.998288302359853,35.659237226600425,85.18740423099229,45.807403566288855,0
4,0,0,8,1,3,93.25268830436157,13.026339612224247,73.32427515199709,75.75782647886517,80.78298970751804,45.70147059502463,1
6,0,1,9,2,2,36.04508127203048,21.30892591134336,38.25797816281297,1.9467275227397884,2.0649653527297196,43.59186891958754,1
0,3,0,3,2,2,49.12932578517033,51.80905369021399,51.541335683293156,56.38765837106598,84.86046018574001,88.6815443838834,1
8,2,0,0,2,2,4.817173428697885,37.58678749714262,32.37012497111015,83.82452958741294,5.089769976170066,67.16067023536787,0
0,2,0,7,2,0,30.92905077048753,75.77223595334243,19.804632871366547,21.34849032111229,99.85836890315936,54.216840461968104,1
8,1,1,9,2,1,80.99410829956213,41.66843112007763,80.91572230738797,15.630950577435087,52.24590580123913,43.62439864218183,0
2,3,1,3,0,2,36.401353860794984,10.060141914940823,90.87416331698552,25.463474648691864,7.730585368780741,53.316319149449974,0
8,1,0,2,2,3,0.9337251310158168,29.028337090861157,79.5113122238453,4.5390947875975085,96.56418782804163,96.6596100870316,1
8,2,1,8,0,2,96.07015428600013,6.0663004541333665,74.05475368755138,54.73028862322498,95.71908786845084,78.46340516123847,0
3,2,0,7,0,2,66.65416173907244,64.1521787206649,37.02639723670808,83.33152115248483,93.97899633145234,90.08015457962182,1
8,3,0,6,0,1,3.7418255815255708,99.07582712665571,77.49595380497195,30.1546869067149,58.9642688941725,67.93556879437821,0
2,3,0,5,2,2,51.20496443369961,43.87149495099646,21.670706217759218,70.3654516608186,40.932527219555325,83.71251685771492,1
7,2,1,4,1,2,5.6446615490919445,20.400546379977335,72.29130258889556,87.13540400976187,31.055890862626402,60.53519746687711,0
1,3,1,8,1,1,99.72681792808694,10.289925017229729,73.56302835396092,16.76684542171547,47.29686306512888,36.164207553296556,1
7,1,1,0,0,3,93.99172346899533,8.222489970487901,1.7147612338349938,38.51345438783298,72.33322911969339,23.112448349116686,0
2,0,0,7,2,0,92.74021339866192,4.515626985782861,92.51115361925795,44.855355704553325,3.6116884999236265,64.48526547218435,0
0,1,0,5,0,0,27.390534338060213,83.0936367352996,19.846550426329735,76.8589910840124,7.676790233378872,48.594521460329645,1
8,2,1,3,0,3,91.1329606189738,38.487077031364834,34.92140137643377,8.127348278303215,83.40933586269888,15.80560786867543,0
0,1,1,4,0,1,62.215670167096015,76.30468360225221,98.89544108886284,42.89638914180075,45.537651993202864,91.75323459508255,1
3,2,1,5,2,1,80.30187158511943,69.76827043438493,6.669440277129091,41.33240852309231,83.64491721295784,63.963100485098664,1
1,0,1,7,1,0,32.74691412190497,98.65857674442626,63.685251830860665,63.64454751055836,66.72602977796745,53.113493539642775,0
3,0,0,2,2,3,47.17076323961955,80.31987986212853,15.983855072038134,92.47556314841661,70.24708442644828,97.54355477054276,1
7,3,0,5,2,2,17.40709824477541,16.815668210784462,96.04981498680051,14.510289896420293,85.56947366851695,20.48896382035298,0
5,0,0,4,1,3,25.572139045697373,35.13863794456399,52.93424074318915,91.77866083651848,89.16727785777309,18.778295551382552,0
4,1,1,6,0,1,79.9578972554585,2.5912348817069053,24.132505875311793,93.78338284370787,29.14495652374306,77.46313714183756,1
4,3,1,8,1,0,44.58443970844551,64.67021848828999,18.959769417062045,88.49683234696306,57.90395616076184,97.0097660049239,0
1,3,1,9,1,0,36.052449121762685,22.682103418501864,29.210274893217747,84.46077028594267,53.55733723512469,61.0330966879007,0
8,3,1,7,1,1,11.923695713757109,56.55447492061231,65.4732298069611,46.95792200032536,2.028670135536137,53.77839890208725,1
5,2,0,8,2,0,99.42389632623428,39.32260891757217,73.49166712332223,34.96978057107337,33.19615150525599,93.48753857253418,1
6,2,1,8,2,3,41.02516506630265,49.91837434000382,79.35825870692153,31.48521216321749,43.86332071922261,54.78353182772736,0
1,2,1,1,1,1,52.01998960687779,44.44974212324509,19.163896623817813,1.1541532463231863,14.12053970454864,97.01207758316686,0
5,2,1,9,0,2,15.950438291198022,84.17140508340113,20.04347068560348,84.68320101803005,92.04731388174928,80.67903075995766,0
8,1,0,8,0,2,79.8080680529482,63.96479321981269,98.18768365307366,50.057157575941744,41.765251757226494,2.9669814133494232,1
7,3,0,4,2,2,65.64328968754006,54.34915817416191,60.683205718961794,53.34693476580513,79.14928344180824,21.373910478342417,1
6,1,1,5,1,1,9.549795241394577,1.1726028282350476,0.023534774396072322,42.49607583811731,3.629929321729286,89.18982958351508,0
6,1,1,8,2,1,12.953364072053065,11.211842011832063,64.86310490029987,25.00804081885398,23.06425046477735,42.71053866439852,1
3,3,0,6,1,2,2.2161956073593836,61.69082459522271,70.82015048127037,15.219548110978309,6.117476595600291,76.74991069136207,0
4,1,1,9,2,3,18.381626980314426,62.76732163827622,60.47897154487211,43.476741939261565,51.83539968835539,89.70589818900234,1
7,3,1,1,1,0,81.50455592708636,40.99569156544821,28.586908015782832,51.05379809000961,97.85653483525276,74.85729956458094,0
7,1,0,8,0,3,95.91618569223522,15.783470988631699,38.080583992183634,14.051204125538753,70.9597143428598,88.72073924867328,1
5,0,0,4,2,0,10.650350516637674,23.888531508823206,36.298510225200076,81.35286350785316,27.099102830934353,47.07384849032612,1
0,1,1,0,2,0,59.37266227043867,16.282124407350672,26.27872033589236,39.52463274222529,10.593457001894569,8.735214956324644,0
4,3,1,4,2,0,92.49888575557499,10.415314937035248,50.63231405601387,63.03968143593324,52.58786170358226,4.698813313649075,0
2,2,1,5,1,2,67.1511253019002,32.03756250678443,21.226947114993365,53.61624810319614,95.61346176746058,75.09206977130704,1
0,1,1,7,0,2,79.37362672996966,43.66832250401076,13.251224817715013,0.1658093786733983,96.75860379645543,65.66434398526324,0
5,2,0,6,0,1,64.11694656795625,88.48694527814816,31.8227695600939,76.83141898105804,32.82483298248423,99.10409441994516,1
5,0,0,9,2,0,90.89555949970381,82.0583120378755,14.821411923685668,0.948115121356774,16.121725381366435,88.06615589004805,1
4,3,1,8,1,0,54.840664714668755,86.43499778350416,27.817804925407785,25.584096169144555,39.12235848035256,41.61689870796654,0
6,1,0,4,0,1,68.7502070669688,51.61950943600041,96.11423612418525,41.796815937043604,74.31231437932568,51.50309426562891,1
0,2,1,1,1,2,68.73800937190782,4.9444624682855265,37.45128250679265,35.414240819148205,90.59676363887131,15.31611948590359,1
8,2,1,9,0,3,54.58054839112574,0.02879295082872657,74.60503153158488,6.483195123520669,51.24129666763715,28.310435431242198,0
1,2,1,9,2,3,90.25470132292503,94.69107278814832,48.7808321990008,3.7651544223526456,38.54084686575143,53.302138969674616,1
4,0,1,5,0,1,27.905843128753162,88.33455824286061,46.629435660961796,94.32852201604071,97.51753932504569,12.017452308341525,0
8,2,1,4,2,1,29.371283384773093,7.824695943860727,90.05424793011144,62.3890564207201,39.42109539390384,51.352656614013185,1
4,2,0,8,2,3,26.656060496647026,44.50002782022035,87.54762394343282,92.79790686541862,16.801961554636502,34.48481704683879,1
6,0,1,9,0,2,91.26280462886653,91.43076140405843,79.93296307886375,0.9388361444909732,53.16688000281168,99.06784926316858,0
1,3,0,4,1,3,35.047163219845665,97.66662157078994,24.996663397748243,73.39248927131129,6.392852463077969,21.756273297607542,1
4,1,0,0,2,2,8.302929392561808,21.245746864164637,54.46683932607239,8.880033753557404,19.991650017471983,4.770843712465234,0
2,2,1,3,2,3,51.027659697430124,20.8281355539081,14.286874884132283,65.25565575638117,24.884260094289658,79.73211531585443,0
3,2,1,6,0,1,17.14111556641833,70.54067809021086,86.57817962795981,39.6689495911335,90.3353036941606,89.62815406869542,1
3,2,0,9,0,1,84.6112625536728,20.45021130075607,48.27901345816341,65.29034816437648,40.16524429199738,22.130767176394993,0
1,1,1,3,1,3,61.282031492928155,52.557627544255936,86.7941628099387,78.4238221868962,68.06203215976878,31.943769160581315,1
4,1,0,9,0,3,14.356123738264348,66.47266269116648,9.254751861521926,22.166928679251807,60.69535419648934,55.259893622892456,1
1,1,0,9,0,0,92.64114209102489,76.7440367893362,65.47149151895255,2.718306269853865,95.47725461756728,35.09538211224381,0
2,1,1,0,2,0,30.53363799972776,71.89674994000515,2.2326838882321676,65.71361276943763,27.38966600193624,99.0001607602051,0
0,1,1,3,0,3,83.74157029884883,94.57543473178669,88.28132253200202,91.1044112696423,57.23037649006392,50.865028893546736,0
1,1,0,9,2,1,72.4064848731666,54.12660204988911,12.918190487050706,70.91579939431855,54.28400237287164,99.42935607509902,1
7,1,1,0,0,2,51.82563690357931,64.22853816219607,73.59615970784694,64.59098494287785,53.46866518244163,47.25113813524635,0
3,1,0,4,2,3,7.7293456503181535,99.96662828780865,13.455137569118236,84.15475550594849,21.20529590811505,52.085596236912664,1
7,1,0,6,2,1,59.24102068912545,0.5265110951021112,90.27758960282863,51.74331276124041,41.34730097477093,26.69852352168507,1
8,3,0,0,1,2,30.945371316009428,14.453401643995967,25.14667185530588,44.70777000770531,34.916065718164404,12.40211501792311,1
7,1,0,6,2,0,91.83616354054425,51.161292528858674,0.9432027230059092,54.126570445298796,0.28951663119825,81.96888964530083,1
7,0,0,6,0,0,44.91128043739939,91.18882094331146,84.51181296578036,56.001894220665626,58.58651444486346,95.50129508092328,0
0,1,1,0,1,2,4.211389707324653,71.48400045395135,86.50122467794925,11.873389576691451,89.50306754974316,52.584944456155384,0
5,0,1,1,2,1,77.33385460432326,62.778459831735454,88.09842189936927,77.76603755235924,12.294703540136787,68.59421934192353,0
3,3,1,2,2,2,35.01854322879904,18.87889920381818,33.55813483639364,54.57375286676998,14.800637719421495,45.15064629455371,1
8,3,0,7,0,1,5.900839030619787,27.393439603334755,33.279588737152,96.44420261250197,2.641924261137374,64.58548075372447,0
1,2,0,5,1,3,12.563753502066866,35.15573713652259,38.17689322969138,63.219290581931844,51.78264058998019,38.24430447549516,1
7,3,1,9,0,0,89.79472495227887,66.61383011817044,58.05012334776374,13.664335424148833,13.136142690793873,63.03654332288484,0
5,3,0,5,2,0,0.30759383546872243,68.58031859328224,11.707543234760232,98.44589091833518,4.656300631794307,60.11441411322114,0
4,0,1,6,0,1,99.17959130956936,8.122887009539848,33.42588608408915,83.04899716906287,0.7844869954137579,48.50575842407617,1
6,3,0,9,0,3,2.1418666433702382,89.70103248549768,47.63356744891354,85.35744395250148,29.789134477650038,47.69203158830536,1
0,3,0,7,0,3,98.36675693412724,85.40740007986255,67.97780558976243,67.38090725513847,34.91126126392927,24.13650560897117,1
5,1,1,4,2,3,72.49294532613565,9.173163640137394,91.38652170032549,68.28915272649814,12.009742562239722,50.77676548827084,0
4,0,1,0,2,1,43.61616605831038,78.56538510560266,79.01985715221271,72.75695598485207,7.004543878061121,79.14542280562452,0
3,0,1,3,0,0,36.401427740073935,5.174929905152126,21.649948021677634,6.078822456916832,73.90742623638897,91.0554741882574,1
0,3,1,5,0,2,34.99865604648124,98.51357304390056,51.446128387161835,88.55097307086236,80.29590401193529,50.7165263637481,0
0,0,1,1,0,3,63.828832109108056,11.907391110054421,51.969275773681,84.68405251019111,88.97215273456601,7.030887683151366,1
3,0,0,8,1,2,62.31864047121617,29.72981160097701,73.83414457690014,81.50840020296259,79.73812363570349,54.58919974422329,1
4,0,1,3,1,0,36.96670660072151,46.21136219876361,53.03384854813178,73.73852361717633,84.89093106533142,79.60649527973712,1
1,1,1,8,1,3,95.42993098812556,56.69670300834607,54.361401269964645,32.608414659849295,48.54168113568706,88.84564234732922,0
1,0,0,6,2,2,88.97281834175735,54.896420956403894,19.955315155318708,16.798584639832846,74.9047469260286,27.144009802889467,0
5,2,0,1,1,2,42.82721953982994,50.61643410930895,20.309043541597262,92.47162492720621,35.952762242515156,60.43746657368692,1
0,1,1,8,2,1,11.537217615261008,72.90543063902393,3.9386941398857345,91.27103884785241,81.0843947834485,82.83124006688755,1
0,2,1,6,0,0,79.33026631427268,76.84016227874217,14.808994397040065,29.937890330928173,33.867921908664044,82.12057320942627,0
7,0,1,4,1,1,49.52016704218622,40.69796726340187,9.903380856971268,23.474303622538827,59.9047436288255,30.392039384304205,0
0,3,1,4,0,1,75.31590570155143,50.10434536710551,12.379409835621047,42.19263768116783,23.72021556011462,11.487062040515895,1
4,2,0,3,0,2,31.926339298468864,82.61615967782421,31.649389021737672,89.14832413428326,97.35864697634288,72.83834661044042,1
1,2,0,6,0,0,97.76345857842709,92.89002762688081,74.381996883922,41.0634309244949,96.34731936236167,5.401708971955577,0
8,1,1,5,2,2,47.88784273643913,7.118993536261742,37.026483667287515,71.3671752590173,90.7090976463783,26.588996745437232,0
8,1,1,2,0,1,80.7661464074985,91.95564673886975,16.115845565950337,48.46872703821953,80.04280831104101,36.9213262925719,1
7,3,0,4,0,3,13.901438775867314,20.49903578550827,55.27109962112075,59.77947314110953,70.98396959742988,33.12185978766969,0
0,3,1,9,1,1,38.299862440478215,20.692285114485408,60.05802345156317,84.11160066625082,10.038798313183506,51.13890197657452,1
0,1,1,6,0,2,45.151410108068845,3.9586718190254833,10.592601891087117,96.9377540071432,53.541159089413014,29.690981179378895,1
7,3,1,9,1,3,77.98872646511558,55.89146367933336,1.4918404868984991,64.37757256303415,44.32615565428462,78.5427931968546,1
2,0,0,2,1,3,67.20014731422106,70.4599608701387,66.06664105042938,69.84542817870168,3.7126659414375096,88.19492824591059,0
1,3,0,1,2,1,71.54748315481552,4.018990365700703,96.63147407840805,66.62938056107811,12.736191987377843,88.89384483828246,1
3,1,1,8,1,3,45.52081137684102,83.11969471686356,29.744857786629574,64.17995264711755,72.65790570454543,21.600699164058334,0
0,0,1,0,0,1,38.09488706393929,3.6332289547736263,84.31435916781722,76.46199296480435,97.58861545303827,64.09361083708326,0
8,1,1,1,1,0,47.116200913058506,70.27403141360185,84.22155315657098,86.92351943177313,80.89441283589437,3.395219725554377,1
5,3,1,4,0,3,49.0049236060781,0.6803401165216494,36.76935653515254,31.03121728164504,4.921567721505371,62.39264982773264,1
0,1,0,3,1,3,67.08281476933168,69.56009624297435,81.92877107987351,8.781544887950188,53.54165248975662,51.2795801994756,0
2,0,0,9,1,0,12.703454882369481,62.73966834089671,48.6281781047799,69.56781597878289,43.159649036109435,83.07582234782379,0
1,2,0,9,2,0,64.89745575214634,9.493871105429141,8.009979910162679,63.38430789628705,45.26054958773581,0.8360279496768874,0
5,1,0,0,0,0,58.602865697421436,29.23044644570534,93.29933453087263,37.40288396564717,65.10988266229144,5.458648112433629,1
3,0,0,1,2,1,27.218871520742628,82.30695414969291,1.8118132116972774,45.14968442565404,70.63269181754033,28.882757306970632,1
3,3,0,1,0,0,52.02474669740721,36.848388662553745,78.11236379815479,73.03929307670465,41.91440475714351,14.288847941875282,1
3,0,1,6,0,3,54.637394782282364,70.3001194421713,46.880995257914684,59.59236602443906,68.29623107230023,77.9500375072345,0
7,3,1,0,2,3,27.754320490330887,88.59124456060533,7.595798716456514,24.14895850160621,76.679534667984,88.15425001579565,1
8,1,1,4,1,0,39.84066377239076,25.699294985424793,99.46413738545604,15.994865518157885,34.30200138805763,37.1388992178933,1
6,0,0,9,1,0,47.2494733004621,70.31981275460123,7.525941277490755,29.277251665012116,32.79582165498077,51.926586777870874,0
5,1,0,1,1,3,85.74872514464285,60.15644887002692,73.39805110281833,23.906472025483904,95.38451620504343,77.25565023051794,0
3,1,0,4,2,2,41.52807609243895,84.64708808736079,32.214708927504645,92.5879833708766,92.06282665013993,78.1673150499629,0
3,2,1,7,0,2,90.30457117449724,90.74487776862588,44.06278973275073,68.96798381454204,1.1288011823927357,14.14829975523043,1
3,1,0,1,2,3,74.43760607086483,2.711301488384754,49.64670761820671,81.92631549035639,58.679485358677354,31.805876821169942,1
1,2,0,2,2,2,72.13980340666825,28.393943962303148,63.52959637793775,81.3167374010104,17.817714546912278,98.160197828251,1
6,1,1,0,0,3,23.402948832774364,21.579920155218936,42.24903082668428,34.66184174710825,52.533101329105136,37.00647406488209,0
0,1,0,0,1,2,63.75345587802549,65.07030493727851,89.973998786068,18.674901426793923,28.679207292115848,29.483471174551635,0
6,2,0,5,1,3,67.23539654098201,66.60449449042052,27.055130630726143,28.966827522073057,52.02147041255761,34.65579869538588,1
2,2,1,8,1,1,62.01948648360705,47.28405364507838,99.73601789320206,98.86272582476995,30.713393298575674,34.24664006274263,1
2,2,0,4,2,2,52.80532749894788,91.45588175411905,10.882619833297614,5.352416105072077,67.6963854876764,49.93464931497494,0
3,2,1,2,1,2,47.43325495078526,2.8009621056928946,48.089613031145554,26.248054194597536,6.345085222959956,47.6942539843906,0
8,1,0,7,0,1,20.879640381488308,69.93174055533953,40.95839317708627,99.30234254677354,10.623604682694499,50.607653236278516,0
6,1,0,6,0,2,90.68535865739868,82.44255933021644,50.3925558641493,16.290961893390087,21.284317337403923,31.091165305463285,1
1,3,0,2,0,3,40.78772716365935,66.2083218279231,73.27548547145143,98.80849185301557,57.666171560674925,97.24807319467885,1
3,1,1,8,2,0,84.93826726192992,96.26189574344392,23.892423881222836,95.76475519284247,25.781957667226486,35.48362515501694,1
5,1,0,4,2,0,16.378953865851955,93.67608165498244,54.41097776479788,32.824277323743814,83.06359304254201,76.57082737891325,1
7,3,0,4,2,0,98.72781380865746,37.32918872186639,22.30892433225584,43.81682599775274,15.48924925677757,84.99954721235112,1
7,0,1,7,2,0,0.8441816946235248,78.32232465167068,94.67315633286299,71.03912763886409,26.704474842716486,55.563656876017475,1
4,2,1,9,2,1,63.53689766685049,73.77752829818985,7.46015703787779,47.567343554603504,36.71069633793337,31.80451124162209,0
3,0,1,4,1,2,68.26195407150773,25.791174755375934,3.925215436509921,82.17932655504761,54.925590625279774,12.676962075340835,1
2,2,1,1,1,1,12.649835184994519,77.73858512004091,33.58908072465277,80.69039683058668,51.691625811964435,65.18618105299474,1
4,0,1,8,1,0,89.13931148047472,82.14756554696064,55.27807501555599,44.6374321410417,90.84880701237535,15.93019575712452,1
3,0,1,0,2,3,35.862595967325475,95.58776735011335,84.49285069548357,56.775136176781935,62.68439327777365,81.55951711494583,0
